label,first,most_expensive,cheapest,discovery_time,total_time,pruned_prior,num_prior_plans,total_prior_attempts,total_attempts
o_pfile11_LeastRecent_cutoff,57,57,53,2120,15004,4,2,6,66
o_pfile11_MostRecent_cutoff,57,57,53,14150,15002,142,2,144,152
o_pfile11_Heuristic_cutoff,57,57,53,2178,15001,3,2,5,51
