label,first,most_expensive,cheapest,discovery_time,total_time,pruned_prior,num_prior_plans,total_prior_attempts,total_attempts
o_pfile15_LeastRecent_cutoff,92,92,90,6080,15006,2,1,3,10
o_pfile15_MostRecent_cutoff,92,92,90,1899,15004,2,1,3,45
o_pfile15_Heuristic_cutoff,92,92,90,11251,15002,10,1,11,16
