label,first,most_expensive,cheapest,discovery_time,total_time,pruned_prior,num_prior_plans,total_prior_attempts,total_attempts
o_pfile14_LeastRecent_cutoff,80,80,80,776,15005,0,0,0,18
o_pfile14_MostRecent_cutoff,80,80,80,1302,15020,0,0,0,75
o_pfile14_Heuristic_cutoff,80,80,80,2373,15003,0,0,0,7
