label,first,most_expensive,cheapest,discovery_time,total_time,pruned_prior,num_prior_plans,total_prior_attempts,total_attempts
o_pfile6_LeastRecent_cutoff,36,36,32,278,15001,2,1,3,376
o_pfile6_MostRecent_cutoff,36,36,32,1000,15000,22,2,24,594
o_pfile6_Heuristic_cutoff,36,36,32,185,15001,1,1,2,339
