label,first,most_expensive,cheapest,discovery_time,total_time,pruned_prior,num_prior_plans,total_prior_attempts,total_attempts
o_pfile8_LeastRecent_cutoff,51,51,47,1999,15001,9,2,11,144
o_pfile8_MostRecent_cutoff,51,51,49,342,15003,2,1,3,316
o_pfile8_Heuristic_cutoff,51,51,45,11478,15000,67,3,70,100
