label,first,most_expensive,cheapest,discovery_time,total_time,pruned_prior,num_prior_plans,total_prior_attempts,total_attempts
o_pfile11_LeastRecent_cutoff,57,57,53,2144,15001,4,2,6,67
o_pfile11_MostRecent_cutoff,57,57,53,13658,15000,142,2,144,159
o_pfile11_Heuristic_cutoff,57,57,53,1762,15003,3,2,5,56
