label,first,most_expensive,cheapest,discovery_time,total_time,pruned_prior,num_prior_plans,total_prior_attempts,total_attempts
o_pfile8_LeastRecent_cutoff,51,51,47,2069,15002,9,2,11,139
o_pfile8_MostRecent_cutoff,51,51,49,302,15001,2,1,3,320
o_pfile8_Heuristic_cutoff,51,51,45,11543,15000,67,3,70,98
