label,first,most_expensive,cheapest,discovery_time,total_time,pruned_prior,num_prior_plans,total_prior_attempts,total_attempts
o_pfile18_LeastRecent_cutoff,65,65,65,599,15003,0,0,0,29
o_pfile18_MostRecent_cutoff,65,65,63,2647,15004,15,1,16,135
o_pfile18_Heuristic_cutoff,65,65,65,529,15003,0,0,0,29
