label,first,most_expensive,cheapest,discovery_time,total_time,pruned_prior,num_prior_plans,total_prior_attempts,total_attempts
o_pfile10_LeastRecent_cutoff,59,59,53,11133,15000,58,3,61,83
o_pfile10_MostRecent_cutoff,59,59,53,9425,15000,151,3,154,252
o_pfile10_Heuristic_cutoff,59,59,53,7395,15003,29,3,32,69
