label,first,most_expensive,cheapest,discovery_time,total_time,pruned_prior,num_prior_plans,total_prior_attempts,total_attempts
o_pfile19_LeastRecent_cutoff,88,88,84,5372,15000,3,2,5,17
o_pfile19_MostRecent_cutoff,88,88,86,1267,15009,2,1,3,83
o_pfile19_Heuristic_cutoff,88,88,84,14965,15002,11,1,12,13
