label,first,most_expensive,cheapest,discovery_time,total_time,pruned_prior,num_prior_plans,total_prior_attempts,total_attempts
o_pfile13_LeastRecent_cutoff,112,112,112,1712,15000,0,0,0,9
o_pfile13_MostRecent_cutoff,112,112,112,1460,15003,0,0,0,64
o_pfile13_Heuristic_cutoff,112,112,108,14374,15004,5,2,7,8
