label,first,most_expensive,cheapest,discovery_time,total_time,pruned_prior,num_prior_plans,total_prior_attempts,total_attempts
o_pfile16_LeastRecent_cutoff,87,87,85,1732,15000,0,1,1,18
o_pfile16_MostRecent_cutoff,87,87,85,1017,15001,0,1,1,77
o_pfile16_Heuristic_cutoff,87,87,87,1255,15021,0,0,0,13
