label,first,most_expensive,cheapest,discovery_time,total_time,pruned_prior,num_prior_plans,total_prior_attempts,total_attempts
o_pfile8_LeastRecent_cutoff,51,51,47,1956,15000,9,2,11,138
o_pfile8_MostRecent_cutoff,51,51,49,293,15002,2,1,3,328
o_pfile8_Heuristic_cutoff,51,51,45,10302,15001,67,3,70,110
