label,first,most_expensive,cheapest,discovery_time,total_time,pruned_prior,num_prior_plans,total_prior_attempts,total_attempts
o_pfile8_LeastRecent_cutoff,51,51,47,3020,15000,9,2,11,104
o_pfile8_MostRecent_cutoff,51,51,49,444,15005,2,1,3,258
o_pfile8_Heuristic_cutoff,51,51,45,11917,15000,67,3,70,95
