label,first,most_expensive,cheapest,discovery_time,total_time,pruned_prior,num_prior_plans,total_prior_attempts,total_attempts
o_pfile16_LeastRecent_cutoff,87,87,85,1742,15002,0,1,1,15
o_pfile16_MostRecent_cutoff,87,87,85,1071,15008,0,1,1,72
o_pfile16_Heuristic_cutoff,87,87,87,928,15003,0,0,0,16
