label,first,most_expensive,cheapest,discovery_time,total_time,pruned_prior,num_prior_plans,total_prior_attempts,total_attempts
o_pfile18_LeastRecent_cutoff,65,65,65,3772,15009,0,0,0,7
o_pfile18_MostRecent_cutoff,65,65,63,8177,15008,15,1,16,35
o_pfile18_Heuristic_cutoff,65,65,65,1274,15010,0,0,0,9
