label,first,most_expensive,cheapest,discovery_time,total_time,pruned_prior,num_prior_plans,total_prior_attempts,total_attempts
o_pfile7_LeastRecent_cutoff,36,36,34,6042,15001,83,1,84,276
o_pfile7_MostRecent_cutoff,36,36,34,11919,15003,303,1,304,378
o_pfile7_Heuristic_cutoff,36,36,34,2634,15001,24,1,25,173
